City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
382,lagoa,0,PT,1516509000,87,37.14,-8.45,50.0,5.82
383,yanam,0,IN,1516509811,62,16.73,82.22,80.04,10.04
384,tautira,40,PF,1516509000,66,-17.73,-149.15,84.2,11.41
385,palmonostora,88,HU,1516508100,94,46.62,19.95,32.0,13.87
386,quelimane,20,MZ,1516507200,94,-17.88,36.89,75.2,2.24
387,shar,0,NG,1516509814,46,7.3,8.73,61.05,6.06
388,plainview,1,US,1516508100,26,34.18,-101.71,59.0,10.29
389,narsaq,88,GL,1516506600,24,60.91,-46.05,44.6,18.34
390,sorong,68,ID,1516509815,100,-0.86,131.25,81.17,7.07
391,boguchany,0,RU,1516509816,78,58.38,97.46,-38.18,3.49
392,kirakira,44,SB,1516509816,100,-10.46,161.92,83.01,10.87
393,tura,0,IN,1516509817,76,25.52,90.21,69.29,3.22
394,campbell river,90,CA,1516507200,93,50.02,-125.24,42.8,12.75
395,eyl,0,SO,1516509818,90,7.98,49.82,75.41,17.87
396,gravdal,8,NO,1516508400,79,59.79,5.78,28.4,3.36
397,sandwick,92,GB,1516506600,100,54.57,-2.89,24.8,2.24
398,puchov,90,SK,1516509000,86,49.12,18.33,33.8,3.36
399,sivas,0,TR,1516506600,79,39.75,37.01,23.0,11.41
400,bilma,0,NE,1516509820,78,18.69,12.92,45.89,2.71
401,bulgan,12,MN,1516509820,41,48.81,103.53,-15.72,4.0
402,jonesboro,20,US,1516506960,93,35.84,-90.7,50.0,9.17
403,vestmannaeyjar,12,IS,1516509821,100,63.44,-20.27,24.83,16.2
404,berlevag,8,NO,1516509821,100,70.86,29.09,16.41,12.66
405,jutai,64,BR,1516509822,99,-1.71,-47.89,73.38,2.59
406,honningsvag,12,NO,1516509822,100,70.98,25.97,19.2,17.92
407,oxapampa,24,PE,1516509823,100,-10.58,-75.4,44.4,1.81
408,pangnirtung,8,CA,1516509823,58,66.15,-65.72,-12.66,5.23
409,san quintin,20,PH,1516507200,58,17.54,120.52,86.0,6.93
410,gelemso,0,ET,1516509824,76,8.81,40.52,64.16,3.78
411,bosaso,92,SO,1516509825,100,11.28,49.18,72.08,3.27
412,urubicha,0,BO,1516509825,91,-15.63,-63.08,75.54,3.38
413,antofagasta,0,CL,1516507200,68,-23.65,-70.4,64.4,4.7
414,buraydah,0,SA,1516507200,50,26.33,43.97,39.2,3.36
415,abalak,0,NE,1516509827,74,15.46,6.28,49.76,8.3
416,loa janan,48,ID,1516509828,78,-0.58,117.09,81.89,2.71
417,grants pass,90,US,1516508700,94,42.44,-123.33,39.2,14.99
418,eyrarbakki,0,IS,1516507200,58,63.86,-21.15,26.6,12.75
419,lovington,1,US,1516508100,24,32.94,-103.35,46.4,6.93
420,lieksa,80,FI,1516509829,72,63.32,30.02,10.79,6.13
421,segou,0,SN,1516507200,37,12.41,-12.29,69.8,3.89
422,cedar city,90,US,1516506780,92,37.68,-113.06,21.2,6.93
423,villacarrillo,0,ES,1516509830,86,38.12,-3.08,29.87,3.27
424,saint-joseph,20,FR,1516509000,66,43.56,6.97,59.0,23.04
425,balkhash,0,KZ,1516509831,100,46.84,74.98,6.56,16.46
426,libertador general san martin,75,AR,1516507200,88,-23.81,-64.79,66.2,8.05
427,morlaix,90,FR,1516509000,100,48.58,-3.83,53.6,17.22
428,tessalit,0,ML,1516509833,53,20.2,1.01,46.2,11.65
429,los llanos de aridane,0,ES,1516509000,77,28.66,-17.92,60.8,10.29
430,nicoya,75,CR,1516507200,69,10.15,-85.45,80.6,13.87
431,tecpan,80,GT,1516507200,87,14.76,-90.99,60.8,16.11
432,yabelo,0,ET,1516509835,36,4.89,38.09,74.55,12.06
433,uige,92,AO,1516509835,98,-7.61,15.06,66.59,3.11
434,gejiu,32,CN,1516509835,83,23.36,103.16,60.02,2.77
435,martinsburg,1,US,1516508100,64,39.46,-77.96,48.2,3.36
436,fort wayne,90,US,1516508220,100,41.08,-85.14,37.4,5.82
437,rajec,90,SK,1516509000,86,49.09,18.64,32.0,3.36
438,ahipara,100,NZ,1516509837,99,-35.17,173.16,68.93,14.12
439,novosergiyevka,80,RU,1516509838,85,52.08,53.65,7.23,8.3
440,bom jesus da lapa,64,BR,1516509838,50,-13.25,-43.41,77.25,7.92
441,ulladulla,0,AU,1516507200,40,-35.36,150.48,89.6,12.75
442,mildura,20,AU,1516509839,29,-34.18,142.16,101.73,8.3
443,ponnani,0,IN,1516507200,61,10.77,75.93,78.8,5.82
444,vilhena,20,BR,1516509840,95,-12.74,-60.15,70.64,1.03
445,thunder bay,90,CA,1516507200,100,48.41,-89.26,23.0,4.7
446,mayo,90,CA,1516507200,84,63.59,-135.9,8.6,5.82
447,inhambane,68,MZ,1516509842,90,-23.87,35.38,78.56,11.27
448,port macquarie,0,AU,1516507200,57,-31.43,152.91,80.6,18.34
449,kodiak,1,US,1516507200,100,39.95,-94.76,33.8,3.36
450,turbe,80,BA,1516509844,85,44.24,17.58,34.41,5.5
451,lagunas,24,PE,1516509844,94,-5.23,-75.68,71.72,2.33
452,qarchi gak,0,AF,1516507200,64,37.04,66.79,42.8,4.7
453,dokka,36,NO,1516509845,92,60.83,10.07,15.24,2.37
454,sibolga,56,ID,1516509846,83,1.74,98.78,77.21,2.71
455,plyussa,76,RU,1516509846,86,58.42,29.37,20.33,3.22
456,caxito,56,BR,1516509847,96,-22.65,-42.51,73.11,3.38
457,basco,90,US,1516508100,93,40.33,-91.2,44.6,5.82
458,funchal,0,BR,1516509847,64,-19.3,-45.9,65.24,4.34
459,batagay-alyta,32,RU,1516509848,50,67.8,130.41,-31.61,2.71
460,verkh-usugli,8,RU,1516509848,58,52.7,115.17,-13.97,4.12
461,yunyang,12,CN,1516509849,71,32.84,110.81,51.29,3.6
462,dali,0,CN,1516509849,69,25.6,100.24,55.79,1.59
463,lompoc,1,US,1516507080,81,34.64,-120.46,53.6,5.82
464,kiruna,68,SE,1516508400,91,67.86,20.23,3.2,2.89
465,saint-pierre,90,FR,1516509000,80,48.95,4.24,39.2,12.75
466,meulaboh,12,ID,1516509852,100,4.14,96.13,82.52,4.5
467,newport,92,GB,1516508400,100,51.59,-3.0,37.4,3.36
468,kimbe,56,PG,1516509854,100,-5.56,150.15,81.62,4.38
469,providencia,36,CO,1516509855,95,1.24,-77.6,48.99,2.89
470,inuvik,90,CA,1516507200,69,68.36,-133.71,-13.01,7.14
471,port hawkesbury,90,CA,1516507200,74,45.62,-61.36,35.6,16.11
472,pundaguitan,80,PH,1516509856,100,6.37,126.17,78.56,9.93
473,mayumba,80,GA,1516509856,100,-3.44,10.65,76.58,5.12
474,magistralnyy,32,RU,1516509857,50,56.17,107.45,-30.84,2.89
475,kysyl-syr,44,RU,1516509857,67,63.9,122.77,-35.48,3.71
476,namuac,76,PH,1516509858,97,18.61,121.17,77.34,8.3
477,te anau,0,NZ,1516509859,35,-45.41,167.72,75.23,4.56
478,kununurra,75,AU,1516507200,49,-15.77,128.74,93.2,9.17
479,datong,80,CN,1516509860,48,40.09,113.3,29.69,11.83
480,shitanjing,68,CN,1516509861,54,39.23,106.34,29.55,5.61
481,pocone,0,BR,1516509861,85,-16.26,-56.62,73.65,2.59
482,belyy yar,0,RU,1516507200,73,53.6,91.39,-29.21,2.24
483,shirokiy,76,RU,1516509863,77,53.87,39.17,14.39,3.22
484,tezu,0,IN,1516509863,51,27.93,96.16,63.98,1.81
485,wageningen,8,NL,1516508700,89,51.98,5.66,33.8,6.93
486,pabrade,90,LT,1516508400,85,55.0,25.78,24.8,3.36
487,ballina,92,IE,1516509864,100,54.11,-9.15,41.79,6.85
488,cajati,92,BR,1516509865,99,-24.73,-48.11,69.56,4.23
489,shimoda,75,JP,1516507200,53,34.7,138.93,51.8,8.05
490,port moresby,40,PG,1516507200,74,-9.47,147.16,86.0,11.41
491,concordia,64,AR,1516509866,54,-31.4,-58.02,78.11,16.13
492,betare oya,0,CM,1516509866,74,5.6,14.08,58.31,1.88
493,jalu,0,LY,1516509867,56,29.03,21.55,49.94,13.62
494,pierre,90,US,1516506780,93,44.37,-100.35,35.6,5.82
495,fairbanks,90,US,1516508820,83,64.84,-147.72,-9.41,5.61
496,russell,40,AR,1516507200,56,-33.01,-68.8,71.6,4.7
497,grove city,90,US,1516508820,86,39.88,-83.09,41.0,6.93
498,conceicao do rio verde,20,BR,1516509869,59,-21.88,-45.09,70.82,6.35
499,juneau,90,US,1516506960,100,58.3,-134.42,35.6,3.36
500,hargeysa,0,SO,1516509871,72,9.56,44.06,63.26,4.38
501,yerofey pavlovich,0,RU,1516509872,44,53.97,121.97,-16.17,8.03
502,hasaki,75,JP,1516507200,66,35.73,140.83,50.0,2.24
503,chaman,0,AF,1516509873,61,30.92,66.46,48.14,4.05
504,kayseri,20,TR,1516508400,92,38.73,35.48,23.0,3.27
505,visby,68,SE,1516508400,92,57.64,18.3,21.2,4.7
506,kuching,75,MY,1516507200,62,1.56,110.34,87.8,9.17
507,jieshi,48,CN,1516509875,81,22.82,115.83,67.35,12.39
508,aykhal,76,RU,1516509875,81,65.95,111.51,-19.46,13.4
509,navalmoral de la mata,0,ES,1516509876,79,39.89,-5.54,27.93,2.48
510,moletai,90,LT,1516508400,85,55.23,25.42,24.8,3.36
511,harper,90,US,1516508100,93,30.3,-99.24,55.4,5.82
512,manohar thana,0,IN,1516509877,42,24.24,76.8,76.67,5.79
513,sao fidelis,32,BR,1516509878,98,-21.65,-41.75,68.79,2.55
514,vila,0,IT,1516508400,100,45.18,8.4,33.8,4.7
515,sire,0,ET,1516509879,71,8.28,39.49,61.68,5.01
516,bilibino,48,RU,1516509880,62,68.06,166.44,-34.76,2.33
517,sungaipenuh,12,ID,1516509880,68,-2.08,101.38,78.51,2.77
518,toyooka,75,JP,1516507200,93,35.55,134.82,44.6,1.12
519,ashcroft,0,AU,1516507200,51,-33.91,150.9,100.4,24.16
520,dunedin,76,NZ,1516509649,88,-45.87,170.5,60.11,4.61
521,phangnga,75,TH,1516507200,83,8.45,98.53,77.0,8.05
522,kampot,36,KH,1516509882,72,10.62,104.18,85.67,6.58
523,kursk,80,RU,1516509883,82,51.74,36.18,14.48,4.27
524,marsh harbour,48,BS,1516509883,100,26.54,-77.06,71.58,12.33
525,saryozek,0,KZ,1516509884,77,44.36,77.98,29.46,3.22
526,nanortalik,92,GL,1516509884,95,60.14,-45.24,30.86,13.06
527,yaan,0,NG,1516509885,54,7.38,8.57,61.41,3.6
528,akom,0,GH,1516509885,91,6.86,-1.64,61.86,3.11
529,pavlogradka,0,RU,1516509885,68,54.2,73.56,-22.52,12.84
